Status,Vendor No.,Vendor,System,Division,Total Spend,Invoices,Open Balance,Avg Day to Pay,% Late,Avg Days Paid Late,Avg Invoice Value,Added On,Vendor Group,Telephone,Tax ID,Email
Active,1000000885,Nelson and Sons,SAP-P49,"Marelli PWT Slovakia, Marelli Italy, Marelli EPT Cologne, Marelli Japan, Marelli Germany",1001203.77,328,-202695.25,21.0,56.5,11.0,2148.51,2022-11-04,,888.885.6225,5341790179,sosamichelle@example.net
Active,1000000886,"Perry, Webster and Ryan",SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Italy",0.0,0,0.0,,,,0.0,2023-12-04,,842-727-5854x859,7611588500,kristin94@example.org
Inactive,1000000887,"Anderson, Rubio and Lozano",SAP-P49,"Marelli Italy, Marelli Poland, Marelli Japan, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Germany",1013008.42,88,378179.26,50.0,63.63,30.0,2631.19,2023-02-26,,665-702-0002,2775983310,brendajohns@example.org
Inactive,1000000888,Anderson Inc,SAP-P49-WF,"Marelli PWT Slovakia, Marelli Italy, Marelli Germany",996888.11,337,-38322.9,26.0,0.93,4.0,5138.6,2024-02-26,,351-630-5570x83682,5158615951,justin88@example.net
Inactive,1000000889,Cruz-Harvey,"SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2024-05-20,,001-472-773-6774x620,8091311395,samantharoberts@example.org
Inactive,1000000890,"Robinson, Cervantes and Zimmerman",SAP-P49-WF,,0.0,0,0.0,,,,0.0,2022-07-31,,623-312-3920,7479618821,bennettalan@example.org
Active,1000000891,"Sanchez, Baker and Moore",SAP-P49-WF,Marelli Poland,0.0,0,0.0,,,,0.0,2022-09-22,,001-487-450-8276x817,5630303145,timothy54@example.net
Active,1000000892,Hart-Baker,"SAP-P49, SAP-P49-WF",Marelli Germany,1002390.45,295,-401780.05,17.0,40.15,2.0,2630.95,2022-07-29,,(962)890-5291,8675066298,jessicalong@example.net
Active,1000000893,Higgins Inc,SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli Italy, Marelli Poland, Marelli PWT Slovakia, Marelli Japan",0.0,0,0.0,,,,0.0,2024-06-05,,+1-772-417-3373x9920,7111802256,ericmoses@example.net
Active,1000000894,Figueroa and Sons,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli Poland, Marelli Germany, Marelli Italy, Marelli PWT Slovakia",1001303.31,311,233375.06,67.0,61.6,30.0,11509.23,2024-10-02,,465-591-4388,5881786424,markcox@example.org
Inactive,1000000895,"Foley, Fernandez and Flores",SAP-P49,Marelli EPT Cologne,0.0,0,-0.0,,,,0.0,2023-02-05,,746-617-7732x6430,2732223957,becky79@example.net
Inactive,1000000896,"Wilson, Barry and Munoz","SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli Poland, Marelli Italy, Marelli Germany, Marelli EPT Cologne",992997.46,136,-143602.76,37.0,78.38,0.0,2626.98,2024-07-05,,001-270-729-2712,4443158446,elizabethcarlson@example.net
Inactive,1000000897,Higgins-Lewis,"SAP-P49, SAP-P49-WF",Marelli EPT Cologne,0.0,0,0.0,,,,0.0,2024-06-08,,001-752-898-8322x012,5643644058,kelleyglen@example.org
Active,1000000898,Juarez-Burns,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli PWT Slovakia, Marelli Italy",0.0,0,-0.0,,,,0.0,2022-01-06,,+1-878-288-9753x58523,3726870194,harrisjoshua@example.com
Inactive,1000000899,Nielsen Ltd,SAP-P49-WF,"Marelli Italy, Marelli Germany, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Japan",0.0,0,0.0,,,,0.0,2021-11-04,,599-351-7152,3074321501,maxwelldawn@example.org
Inactive,1000000900,"Mcmahon, Curry and Beck",SAP-P49-WF,"Marelli Italy, Marelli Poland",0.0,0,-0.0,,,,0.0,2023-06-07,,543-274-8309,3887023575,fgay@example.org
Inactive,1000000901,"Watkins, Davis and Ponce",SAP-P49,"Marelli Germany, Marelli PWT Slovakia, Marelli Japan, Marelli EPT Cologne, Marelli Italy, Marelli Poland",0.0,0,0.0,,,,0.0,2023-05-02,,(960)822-1321,5195130085,igoodwin@example.org
Active,1000000902,Obrien Ltd,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli Poland, Marelli PWT Slovakia, Marelli Germany",992750.72,251,-348566.64,80.0,30.56,15.0,2421.34,2024-10-17,,+1-411-716-6122x01907,5067986071,mrandolph@example.net
Inactive,1000000903,"Blair, Johnson and Armstrong","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2023-02-25,,(365)338-0274x81242,2564435503,andrew86@example.net
Active,1000000904,"Taylor, Rogers and Smith",SAP-P49,"Marelli PWT Slovakia, Marelli Germany, Marelli Japan, Marelli Poland, Marelli Italy",994468.46,220,493588.84,86.0,36.83,23.0,198893.69,2023-05-29,,+1-352-229-4620x93556,4062414204,jennifercarroll@example.com
Active,1000000905,Maxwell PLC,SAP-P49-WF,"Marelli Japan, Marelli Italy",0.0,0,-0.0,,,,0.0,2022-05-15,,701.837.1243x6585,7502450298,kathryn23@example.org
Inactive,1000000906,David-Beasley,"SAP-P49, SAP-P49-WF","Marelli Germany, Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Poland",0.0,0,0.0,,,,0.0,2023-10-15,,001-920-627-0615x92738,4624657347,jacksonchristine@example.com
Active,1000000907,"Griffith, Miller and Simmons",SAP-P49,"Marelli PWT Slovakia, Marelli Poland, Marelli Germany, Marelli Japan",0.0,0,0.0,,,,0.0,2021-01-26,,001-706-732-2481,4647708047,stephanie20@example.org
Active,1000000908,"Page, Mitchell and Wright",SAP-P49-WF,"Marelli Japan, Marelli Germany, Marelli Italy",0.0,0,0.0,,,,0.0,2023-05-12,,809-656-7975,4058128790,woodbrittany@example.com
Active,1000000909,Mitchell-Bridges,SAP-P49-WF,"Marelli Poland, Marelli Japan, Marelli EPT Cologne",992908.17,127,194230.86,50.0,0.32,28.0,39716.33,2021-12-28,,347.212.4760,2175618393,hammondlaura@example.net
Inactive,1000000910,Williams Inc,SAP-P49,"Marelli Italy, Marelli PWT Slovakia, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2022-05-21,,001-268-231-7641x7268,6073039464,burnettelizabeth@example.com
Inactive,1000000911,Hernandez Inc,SAP-P49,Marelli Japan,0.0,0,-0.0,,,,0.0,2021-09-13,,001-215-907-1380x6713,3422544491,martinnovak@example.com
Inactive,1000000912,Booker-Finley,"SAP-P49, SAP-P49-WF",,991195.96,271,291607.21,87.0,9.3,11.0,8124.56,2024-08-13,,743.962.1300x9625,3185184024,mwarner@example.com
Active,1000000913,Johnson-Martinez,SAP-P49,"Marelli Italy, Marelli PWT Slovakia, Marelli Japan, Marelli Poland, Marelli EPT Cologne, Marelli Germany",997240.71,361,141932.81,67.0,6.49,29.0,19553.74,2021-05-23,,8538396274,4658630207,fmorrow@example.com
Inactive,1000000914,"Brown, Allen and Taylor",SAP-P49,"Marelli PWT Slovakia, Marelli Germany",0.0,0,0.0,,,,0.0,2023-04-26,,300.304.6661x4590,8659329148,griffintodd@example.com
Inactive,1000000915,Sloan Inc,SAP-P49-WF,"Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Japan, Marelli Germany, Marelli Poland, Marelli Italy",0.0,0,0.0,,,,0.0,2024-05-01,,2497388194,7472427654,elizabethzimmerman@example.com
Inactive,1000000916,Williams PLC,SAP-P49,,1012791.0,32,61436.0,34.0,60.35,23.0,2422.94,2023-03-15,,+1-380-594-9769x873,8421088248,rgarza@example.org
Active,1000000917,Reyes-Hawkins,SAP-P49,"Marelli EPT Cologne, Marelli Italy, Marelli Japan, Marelli Germany, Marelli Poland",1005120.31,106,-231357.87,33.0,82.5,0.0,12257.56,2024-03-06,,616-561-2374x0779,7230445244,mariahgill@example.com
Inactive,1000000918,Clark Ltd,"SAP-P49, SAP-P49-WF",,1002962.63,269,-1749.49,43.0,7.71,9.0,2295.11,2022-03-17,,499.249.9197x01426,7567840542,tannerrobertson@example.net
Active,1000000919,Garcia Group,SAP-P49,"Marelli Germany, Marelli Poland, Marelli PWT Slovakia, Marelli Italy, Marelli EPT Cologne",0.0,0,-0.0,,,,0.0,2022-07-12,,9204418135,5982500576,millersean@example.org
Active,1000000920,"Huff, Gordon and Matthews","SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2022-02-24,,780-518-6448x2217,4296068650,xcompton@example.com
Inactive,1000000921,Ryan Inc,"SAP-P49, SAP-P49-WF","Marelli Poland, Marelli PWT Slovakia, Marelli Japan",0.0,0,0.0,,,,0.0,2021-09-20,,4485067571,8048787526,telliott@example.net
Inactive,1000000922,Davis-Wong,SAP-P49,Marelli Poland,1004739.13,113,17350.9,45.0,44.02,5.0,7611.66,2021-01-22,,428-979-4296,8603035079,qlane@example.com
Active,1000000923,"Reid, Adams and Chapman","SAP-P49, SAP-P49-WF",,1003410.17,196,-353749.72,42.0,32.82,27.0,3125.89,2024-07-12,,214.919.6156,7180414395,gregorymitchell@example.net
Inactive,1000000924,"Grant, Cook and Bennett",SAP-P49-WF,"Marelli EPT Cologne, Marelli Germany, Marelli Japan, Marelli PWT Slovakia, Marelli Italy, Marelli Poland",0.0,0,-0.0,,,,0.0,2023-08-29,,679-862-4096,2402400977,upayne@example.com
Active,1000000925,"Patterson, Baker and Hunt",SAP-P49,"Marelli Japan, Marelli Germany, Marelli Poland, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2021-11-19,,(417)402-8516,5802133817,bethany36@example.com
Active,1000000926,"Payne, Smith and Ponce",SAP-P49,"Marelli Germany, Marelli EPT Cologne, Marelli Italy, Marelli PWT Slovakia",1002400.3,371,236228.78,77.0,99.83,4.0,2687.4,2021-01-14,,001-934-486-8839x06246,4591126856,eguzman@example.com
Active,1000000927,Hanson Inc,SAP-P49,,0.0,0,0.0,,,,0.0,2024-08-01,,441-531-9359,6014411235,nrodriguez@example.com
Active,1000000928,"Russell, Smith and Lopez",SAP-P49-WF,"Marelli Italy, Marelli PWT Slovakia, Marelli Japan, Marelli EPT Cologne, Marelli Germany, Marelli Poland",0.0,0,0.0,,,,0.0,2021-10-02,,204.458.8165,8358379715,rebecca44@example.com
Inactive,1000000929,Baker PLC,SAP-P49,"Marelli Germany, Marelli Japan, Marelli PWT Slovakia, Marelli Poland",993172.69,355,-78214.28,44.0,63.62,20.0,3559.76,2021-08-30,,865-803-4409,6386055478,harrisonjoy@example.net
Inactive,1000000930,Barton and Sons,SAP-P49,"Marelli Germany, Marelli PWT Slovakia, Marelli Japan, Marelli Italy",0.0,0,0.0,,,,0.0,2023-05-14,,001-449-389-8088x067,3655208569,christopher46@example.net
Inactive,1000000931,Cobb LLC,SAP-P49,,0.0,0,-0.0,,,,0.0,2023-02-16,,+1-826-964-8698x939,5872406377,sarah69@example.com
Active,1000000932,"Stafford, Davis and Peterson",SAP-P49,"Marelli Poland, Marelli PWT Slovakia, Marelli Japan",0.0,0,-0.0,,,,0.0,2022-12-29,,550-811-9292x075,5950827980,bellchad@example.org
Active,1000000933,Vega-Brown,SAP-P49,"Marelli Italy, Marelli Germany, Marelli EPT Cologne",998138.97,77,71738.51,48.0,58.78,19.0,2382.19,2022-07-31,,+1-688-763-6536x218,7791273323,carol67@example.org
Inactive,1000000934,Johnson Ltd,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli PWT Slovakia, Marelli Italy",0.0,0,-0.0,,,,0.0,2021-10-21,,+1-694-824-8942x0466,2629596279,djimenez@example.com
Inactive,1000000935,Baker-Smith,"SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2023-08-27,,556-557-7580x9745,5498895045,colemanjohn@example.com
Inactive,1000000936,Lindsey-Liu,"SAP-P49, SAP-P49-WF",Marelli Poland,0.0,0,-0.0,,,,0.0,2021-12-28,,(726)554-0165,5296540439,smithsarah@example.com
Inactive,1000000937,Foley Inc,SAP-P49-WF,"Marelli Italy, Marelli Poland, Marelli Germany, Marelli Japan",0.0,0,-0.0,,,,0.0,2022-05-08,,(824)427-6774,3645768889,christina60@example.org
Inactive,1000000938,Thompson Ltd,"SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli PWT Slovakia",1005443.74,298,-478398.41,63.0,83.17,16.0,3396.77,2024-11-10,,215-284-8860,7237000535,wellszachary@example.com
Inactive,1000000939,Dawson-Frey,SAP-P49,Marelli Poland,0.0,0,-0.0,,,,0.0,2023-08-18,,(631)929-9570,6112929357,virginiaortiz@example.com
Active,1000000940,Little Group,SAP-P49-WF,"Marelli Poland, Marelli EPT Cologne",990520.18,74,436501.69,80.0,25.93,29.0,2116.5,2023-05-02,,921-720-3843,3041519382,russellhorton@example.net
Active,1000000941,Delacruz-Patel,"SAP-P49, SAP-P49-WF","Marelli Japan, Marelli Germany, Marelli EPT Cologne, Marelli Poland, Marelli PWT Slovakia, Marelli Italy",1000851.49,191,-70403.08,16.0,87.27,22.0,18197.3,2024-09-08,,585.725.4824x218,4497984330,michael40@example.org
Active,1000000942,"Blackburn, Scott and Delgado",SAP-P49,"Marelli PWT Slovakia, Marelli Germany",0.0,0,0.0,,,,0.0,2021-01-15,,975-323-1123x2748,8739591266,xgonzales@example.com
Active,1000000943,Sanchez LLC,SAP-P49,"Marelli Japan, Marelli Italy",1002568.0,358,-41920.49,48.0,48.3,15.0,4751.51,2022-11-11,,+1-227-220-3886x2175,8201820472,lawsonpaul@example.org
Active,1000000944,Scott Ltd,SAP-P49-WF,Marelli Japan,997336.5,17,-365543.8,87.0,8.06,24.0,11206.03,2023-10-17,,+1-730-569-3588x2493,2688693761,alexander18@example.org
Inactive,1000000945,"Brennan, Alexander and Wagner","SAP-P49, SAP-P49-WF",,0.0,0,0.0,,,,0.0,2024-01-29,,516.752.4445x44608,7403303257,alvarezchristine@example.com
Inactive,1000000946,"Mueller, Rodriguez and May","SAP-P49, SAP-P49-WF","Marelli Poland, Marelli PWT Slovakia",985643.59,268,226213.31,58.0,76.55,30.0,15163.75,2022-02-27,,+1-853-491-2878x8486,8014683541,torrestricia@example.com
Inactive,1000000947,"Warner, Monroe and Garcia",SAP-P49,,0.0,0,-0.0,,,,0.0,2024-02-09,,624.463.0198x642,6626579406,mariewong@example.net
Inactive,1000000948,Martin-Young,SAP-P49-WF,"Marelli EPT Cologne, Marelli Germany, Marelli PWT Slovakia, Marelli Italy",999195.48,332,110136.47,64.0,13.54,6.0,7188.46,2021-07-31,,001-512-418-7062,2448395798,josephangela@example.org
Inactive,1000000949,Thomas Inc,SAP-P49,"Marelli Italy, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2022-02-27,,802-932-0018,4564572134,cgray@example.org
Inactive,1000000950,"Skinner, Carlson and Parrish",SAP-P49,"Marelli PWT Slovakia, Marelli Germany, Marelli Poland, Marelli Japan, Marelli EPT Cologne, Marelli Italy",1001767.41,24,-431803.81,16.0,5.71,10.0,20870.15,2022-09-14,,+1-576-610-8143x56140,6331384086,debra19@example.net
Inactive,1000000951,Hartman LLC,SAP-P49-WF,"Marelli EPT Cologne, Marelli Poland, Marelli Germany",0.0,0,-0.0,,,,0.0,2024-10-02,,(982)835-4695x10030,2418244174,adamroth@example.com
Active,1000000952,Cisneros-Chapman,"SAP-P49, SAP-P49-WF",,0.0,0,-0.0,,,,0.0,2021-02-07,,215.800.6666x411,3641158353,kerry11@example.net
Active,1000000953,Hatfield Inc,SAP-P49-WF,"Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Italy, Marelli Poland, Marelli Japan, Marelli Germany",1000607.53,414,-253174.92,28.0,90.63,24.0,2719.04,2021-11-15,,285.716.9949x708,8449409382,russellkelley@example.com
Inactive,1000000954,"Taylor, Ferguson and Bradley",SAP-P49-WF,,995798.59,174,258308.42,47.0,44.97,11.0,3111.87,2023-05-22,,+1-362-969-7083x868,6466822354,eharrington@example.com
Inactive,1000000955,Watson PLC,SAP-P49,"Marelli Italy, Marelli PWT Slovakia, Marelli Germany, Marelli Poland, Marelli EPT Cologne",995385.85,50,275433.77,11.0,6.54,4.0,2532.79,2022-09-15,,(425)871-9760x93201,8644899679,shawn89@example.net
Active,1000000956,James LLC,SAP-P49-WF,"Marelli Germany, Marelli Poland, Marelli Japan",997369.61,35,-436196.4,45.0,90.64,18.0,5333.53,2022-12-14,,780-795-2175,2383237648,murraystephen@example.net
Inactive,1000000957,Lambert and Sons,SAP-P49-WF,,0.0,0,-0.0,,,,0.0,2023-06-14,,846.492.1188x2419,6898184571,kadams@example.org
Inactive,1000000958,"Hahn, Cook and Matthews",SAP-P49,"Marelli EPT Cologne, Marelli Japan, Marelli Germany",0.0,0,0.0,,,,0.0,2023-01-11,,204.754.2185x457,8496049871,ichan@example.org
Inactive,1000000959,"Thomas, Richard and Richardson",SAP-P49-WF,"Marelli Italy, Marelli EPT Cologne, Marelli Poland, Marelli Japan",999929.9,22,-88898.17,89.0,34.73,20.0,33331.0,2022-05-06,,6902016356,4408620380,ijackson@example.com
Active,1000000960,Braun-Gordon,SAP-P49-WF,"Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Germany, Marelli Japan, Marelli Poland",0.0,0,0.0,,,,0.0,2021-06-30,,+1-495-440-0178,3498678096,jennifer31@example.org
Inactive,1000000961,Jones-David,SAP-P49,"Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Italy, Marelli Japan, Marelli Germany, Marelli Poland",0.0,0,-0.0,,,,0.0,2022-10-01,,+1-350-371-0580,7765666164,theresa92@example.com
Active,1000000962,Zavala Ltd,"SAP-P49, SAP-P49-WF",,1001235.39,59,60242.51,45.0,93.68,14.0,50061.77,2024-01-11,,252-461-0537,6963871246,bradleyford@example.com
Active,1000000963,"Edwards, Smith and Krueger",SAP-P49-WF,"Marelli EPT Cologne, Marelli PWT Slovakia, Marelli Poland, Marelli Germany, Marelli Japan",0.0,0,-0.0,,,,0.0,2021-04-10,,918-894-8543x298,7203323268,michellejenkins@example.org
Inactive,1000000964,"Scott, Frye and Miranda",SAP-P49-WF,"Marelli PWT Slovakia, Marelli Germany",0.0,0,-0.0,,,,0.0,2022-07-04,,(719)282-7348x13104,3739756848,michaelhoffman@example.net
Inactive,1000000965,Walker-White,SAP-P49-WF,"Marelli Poland, Marelli Germany, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Italy, Marelli Japan",0.0,0,-0.0,,,,0.0,2022-08-21,,243.857.4835x268,2706666048,tiffany60@example.net
Inactive,1000000966,West-Chapman,SAP-P49-WF,"Marelli Germany, Marelli EPT Cologne, Marelli Poland, Marelli Italy, Marelli Japan, Marelli PWT Slovakia",0.0,0,0.0,,,,0.0,2024-04-26,,744.588.3842,2852809579,zmorse@example.net
Active,1000000967,Sullivan-Taylor,SAP-P49-WF,"Marelli Japan, Marelli Poland, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Germany, Marelli Italy",1000436.66,256,481507.25,50.0,25.65,3.0,2464.13,2024-10-01,,7559077406,3745418296,michael56@example.org
Active,1000000968,Cunningham Ltd,SAP-P49-WF,,994448.0,439,64967.54,26.0,46.39,20.0,4304.97,2024-07-21,,6902855107,2418528609,prestoncory@example.org
Active,1000000969,Ford PLC,SAP-P49-WF,"Marelli Italy, Marelli EPT Cologne",0.0,0,0.0,,,,0.0,2022-12-03,,(819)702-5476x0220,7195893821,lesliegillespie@example.com
Active,1000000970,"Shepard, Fleming and Bolton",SAP-P49-WF,,0.0,0,0.0,,,,0.0,2022-08-31,,422-875-9500,5851104503,millerdaniel@example.org
Active,1000000971,"Arias, Knox and Reed","SAP-P49, SAP-P49-WF","Marelli EPT Cologne, Marelli Japan, Marelli Poland, Marelli Germany",1002835.28,425,-150920.32,79.0,11.41,13.0,3741.92,2022-11-08,,+1-594-479-5074x0717,6781931650,dlarson@example.com
Inactive,1000000972,"Paul, Craig and Schneider",SAP-P49-WF,"Marelli Germany, Marelli Italy, Marelli EPT Cologne, Marelli Japan, Marelli Poland",0.0,0,-0.0,,,,0.0,2024-09-01,,210.506.4934,8173989272,smithmichael@example.org
Active,1000000973,Patterson PLC,SAP-P49,,0.0,0,-0.0,,,,0.0,2021-06-22,,+1-441-718-4913x599,4790117354,kathleen35@example.net
Inactive,1000000974,"Peterson, Williams and Hughes",SAP-P49,"Marelli Italy, Marelli PWT Slovakia, Marelli EPT Cologne, Marelli Poland, Marelli Japan",1003164.81,342,61416.55,47.0,52.34,27.0,4644.28,2022-02-27,,8062799006,7252227877,paynejennifer@example.com
Inactive,1000000975,Williams-Dominguez,SAP-P49,"Marelli PWT Slovakia, Marelli Poland, Marelli EPT Cologne, Marelli Germany",0.0,0,-0.0,,,,0.0,2024-08-02,,678.742.3394,5183229127,andrewlong@example.com
Inactive,1000000976,Blake-Bradford,SAP-P49,"Marelli Japan, Marelli Poland, Marelli Italy",0.0,0,0.0,,,,0.0,2023-04-19,,850-432-5017x36542,4891805955,daniel84@example.org
Inactive,1000000977,"Brown, Lopez and Valentine",SAP-P49,"Marelli Poland, Marelli Italy",0.0,0,0.0,,,,0.0,2024-05-02,,001-823-234-5110x090,3363528393,john88@example.com
Inactive,1000000978,"King, Smith and Tanner",SAP-P49,"Marelli Germany, Marelli Italy, Marelli EPT Cologne, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2024-03-18,,616-767-3290,3842981963,kcook@example.net
Inactive,1000000979,"Hayes, Vincent and Valencia","SAP-P49, SAP-P49-WF","Marelli Italy, Marelli Germany, Marelli EPT Cologne",997752.12,119,207367.91,22.0,54.35,22.0,2427.62,2021-09-05,,529-596-4260,4165768511,llambert@example.org
Inactive,1000000980,"Thomas, Wood and Meyer","SAP-P49, SAP-P49-WF",,999586.76,429,-15297.39,80.0,16.58,5.0,2056.76,2022-10-12,,347-370-9207,2875154595,meagan38@example.org
Inactive,1000000981,Lopez Ltd,SAP-P49,"Marelli Germany, Marelli PWT Slovakia, Marelli Italy, Marelli Poland, Marelli Japan",0.0,0,0.0,,,,0.0,2021-09-14,,(919)221-5818,6223732784,ariana61@example.org
Inactive,1000000982,"Kim, Nichols and Cook",SAP-P49,"Marelli Poland, Marelli Germany",995854.92,275,348524.7,41.0,66.9,23.0,2489.64,2023-02-03,,+1-819-259-7721,5308807646,christensenkendra@example.org
Inactive,1000000983,Nichols-Stokes,SAP-P49,,988185.34,322,149189.77,12.0,54.54,20.0,3327.22,2021-07-20,,+1-631-786-9289x728,2476448245,michelle18@example.org
Active,1000000984,Bowen Group,SAP-P49,"Marelli Germany, Marelli PWT Slovakia, Marelli Italy",994951.35,254,-435516.96,56.0,51.25,29.0,2313.84,2022-02-19,,(400)528-3948,3678475101,elainemoore@example.com
Active,1000000985,Ramirez Group,SAP-P49-WF,"Marelli PWT Slovakia, Marelli Germany, Marelli EPT Cologne, Marelli Italy, Marelli Poland, Marelli Japan",0.0,0,0.0,,,,0.0,2021-11-15,,432-281-1659x930,2772263740,barryclark@example.org
Active,1000000986,Giles-Dominguez,"SAP-P49, SAP-P49-WF","Marelli PWT Slovakia, Marelli Japan, Marelli Poland, Marelli Germany, Marelli EPT Cologne",0.0,0,-0.0,,,,0.0,2024-05-02,,722.577.5213,4347126642,roachkatherine@example.net
Inactive,1000000987,Butler Inc,SAP-P49,Marelli Italy,0.0,0,-0.0,,,,0.0,2023-11-16,,(346)530-0593x77756,8492895105,katrinasutton@example.net
Inactive,1000000988,Ewing Inc,SAP-P49,,0.0,0,0.0,,,,0.0,2022-10-22,,(517)646-9029x83104,2595133216,harveyphilip@example.org
Active,1000000989,"Miller, Melton and Mcmillan",SAP-P49-WF,"Marelli PWT Slovakia, Marelli Poland",0.0,0,-0.0,,,,0.0,2024-01-24,,(570)880-5685x66706,4799995548,christopherhunt@example.com
Inactive,1000000990,Ward-Turner,SAP-P49-WF,"Marelli Germany, Marelli Poland, Marelli Japan, Marelli PWT Slovakia",0.0,0,-0.0,,,,0.0,2022-07-19,,844-707-6634x9339,6131206771,turnercassandra@example.org
Inactive,1000000991,Lopez-Bradford,SAP-P49,,0.0,0,-0.0,,,,0.0,2023-09-16,,(726)611-4243x6258,8156714914,craigrobertson@example.net
Inactive,1000000992,"Mercado, Williams and Moss",SAP-P49-WF,"Marelli EPT Cologne, Marelli Japan, Marelli Germany, Marelli Poland, Marelli Italy",0.0,0,-0.0,,,,0.0,2024-07-08,,+1-691-596-2341x996,5519046777,anitaballard@example.org
Active,1000000993,"Sheppard, Hays and Valentine","SAP-P49, SAP-P49-WF","Marelli Poland, Marelli Italy, Marelli Japan, Marelli Germany",0.0,0,0.0,,,,0.0,2021-08-12,,(550)258-3334,7067651102,chrismccarthy@example.com
Active,1000000994,"Rice, Sullivan and Brooks",SAP-P49-WF,"Marelli Japan, Marelli Poland",0.0,0,0.0,,,,0.0,2021-10-14,,001-745-576-9475x7694,5347990519,tammy65@example.net
